"","X.1","X","Address","Postal_code","Price","Beds","Baths_num","Description","Img_uri","Square_feet","Year_built","Id_code","Style","PropertyID","YearBuilt","Baths","Status","ParkingTypeDescription","Storeys","NewConstruction","Neighbourhood","LivingArea","Basement","BasementDevelopment","CondoType","ConstructionType","EnsuiteYN","Exterior","Flooring","Foundation","FrontExposure","GarageYN","HeatingFuel","HeatingType","HOAFeeYN","LotShape","Other","Parking","PropertySubType","PropertyType","Region","RoofType","SiteInfluences","Zone","ID","TotalRooms","Fireplaces","County","Amenities","AmenitiesNearBy","BasementType","ExteriorFinish","Features","FenceType","LandscapeFeatures","Structure","TransactionType","FPFuel","AssociationFee","CoolingType","FireProtection","BasementFeatures","ViewType","ConstructionStyleSplitLevel","CondoFeeInclude","SchoolDistrict","CeilingHeight","LotArea","Appliances","FireplaceType","PoolType","WaterFrontType","ConstructionMaterial","FlooringType","FoundationType","LeasePerUnit","Sewer","EfficiencyRating","AccessType","SewerSeptic","ElementarySchool","EstimatedAnnualTaxes","MaintenanceFeeType","Access","ArchitecturalStyle","Area","ConstructionMaterials","CountyOrParish","DrivewayType","FoundationDetails","Garage","Heating","InteriorFeatures","KitchenAppliances","LotFeatures","ParkingFeatures","Possession","Roof","Utilities","LotSize","FarmType","BodyofWater","CurrentValidPercTest","District","DOCUMENTSONFILE","DRIVEWAY/PARKING","Easements","EnvironmentalAssessment","LANDFEATURES","PropertyGated","PROPERTYSIZE","Restr/ProtCovenants","Road","SEWAGEDISPOSAL","Sign","Sub-District","Survey","TitletoLand","Type","UTILITIES","WATERACCESS/VIEW","WATERFRONTAGE","WaterFrontageUnits","WATERSOURCE","Waterfront","Fixture","EquipmentType","RentalEquipmentType","Distinctivefeatures","Sewagesystem","Watersupply","Zoning","ExteriorFeatures","HeatType","CommunityFeatures","SurfaceWater","EquipIncl","FeaturesInterior","GaragesParkingDescription","ParkingSurface","WaterHeater","WaterHeaterType","WaterSoftener","RoofMaterial"
"11",11,12,"438 CANDLE PL SW","Canyon Meadows, Calgary, AB T2W3B3","949900","4","5","438 CANDLE PL SW - 
Exclusive Canyon Creek Estates!! Custom built 2 storey with four oversized bedroom on the upper floor plus fifth in basement with 2 pc ensuite. This home features gleaming hardwood floors, curved staircase, 9' ceilings, 2 pc powder room, den, open concept kitchen that enjoys pantry, island with gas counter stove, granite countertops , extra cabinets and breakfast nook. Formal dining room, huge living room and gas burning fireplace in the family room and main floor laundry. Upper floor boasts four generous sized bedroom with a full ensuite off the master and walk-in closet. Basement is fully finished with 9' ceilings, rec room, 2nd fireplace, extra bedroom & plenty of storage space. Note: Two high efficient furnaces (2011), Roof shingles (2010), Heated triple garage with hot & cold taps. Walking distance to all levels of schools, shopping, public transit, Canyon Meadows private golf course, fitness center and steps away from Fish Creek Park. Estate living at its finest!! (id:405)            ","https://images.century21.ca/Listings/MLS/114/19143806/86E26C16F8175BB92089A484BCB0E189.Jpg?width=650&height=487&scale=both&lang=en-CA","3091",NA,"4170626","Other",NA,NA,"5(Full:33/4:01/2:2Other:0)","Active","Attached3cars","2","No",NA,"3,091",NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,"C4170626","12","2","Canada","GolfCourse,Playground,PublicTransit,Schools,Shopping","GolfCourse,Playground,PublicTransit,Schools,Shopping","Full(Finished)","Brick,Stucco","Built-inwallunit,CornerSite,Flat,Levellot,Treed","Fence","Landscaped","Deck","Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",12,13,"1910 23 AV NW","Capitol Hill, Calgary, AB T2M1V8","899999","4","4","1910 23 AV NW - 
Craftsmanship at its finest, we proudly present 1910 23 Ave NW. With over 3,000sq/ft of developed living space, this gorgeous build offers the perfect combination of elegance and functionality. Satisfying any new home buyers wish list, this property comes complete with a bright/open floor plan featuring: den, powder room, pantry, & enclosed mud room. Luxury kitchen boasts gas range, built-in oven and microwave, large island, wrap-around countertop, and built-in speakers. The large dining area is conveniently located off of the kitchen and open to the living room which features a gas fireplace with tile surround. Boot room & powder room are cleanly tucked away with an enclosed entryway. The additional square footage becomes apparent as you enter the (rare to find) upper-level family room. Huge master bedroom, 5pc en-suite, large walk-in closet, upper-level laundry & two additional bedrooms. Basement features a wet bar, recreation room, fitness room, additional bedroom & full bath. Book your showing today! (id:405)                     Virtual Tour
    ","https://images.century21.ca/Listings/MLS/114/19145144/3C40AE5C9445ACFC44F1C20BF0CE400F.Jpg?width=650&height=487&scale=both&lang=en-CA","2099",NA,"4170563","Other",NA,NA,"4(Full:33/4:01/2:1Other:0)","Active","Detached2cars","2","No",NA,"2,099",NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,"C4170563","12","1","Canada","Playground","Playground","Full(Finished)","Stucco","Built-inwallunit,Flat,NoAnimalHome,NoSmokingHome","Fence",NA,NA,"Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",13,14,"52 COULEE PA SW","Cougar Ridge, Calgary, AB T3H3J5","849000","5","4","52 COULEE PA SW - 
Exceptional home overlooking the city and downtown views with plenty of mature trees directly behind. Welcome home to this 5 bedroom home with full walkout basement. Hickory Hardwood on the main floor, up the stairs and upper landing. Large Kitchen with rounding Island featuring stainless steel appliances , Gas stove and twin drawer style dishwashers. Expansive Living room with a gas fireplace and wall to wall shutters across the back of the house. formal open dining room with feature stacked stone wall and easy to use as a flex room. Great bonus room with balcony to enjoy on hot summer days. Master suite is expansive with 2 closet/dressing rooms and 5pc master ensuite. 2 more bedrooms and bathroom complete the upper level. Walk-out basement is open with theater wiring and extras. 2 bedrooms with large bathroom with sharing bathroom. The yard is private with mature trees behind and flat grass area. Amazing views of the city on almost all levels and balconies. house is loaded with California shutters. (id:405)            ","https://images.century21.ca/Listings/MLS/114/19145142/F44F010015727D6EF3A57864B5F90FDB.Jpg?width=650&height=487&scale=both&lang=en-CA","2638",NA,"4170799","Other",NA,NA,"4(Full:43/4:01/2:0Other:0)","Active","Attached2cars","2","No",NA,"2,638",NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,"C4170799","13","1","Canada","Playground,PublicTransit","Playground,PublicTransit","Full(Finished)","Stucco",NA,"Fence","Landscaped","Deck","Forsale",NA,NA,NA,NA,"Walkout","Cityview,Ravineview,View",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,15,"310 15 ST NW","Hillhurst, Calgary, AB T2N2A9","824900","4","4","310 15 ST NW - 
Only a few short minutes to the Kensington district, downtown & Riley Park is this beautifully upgraded semi-detached home in the sought-after inner city community of Hillhurst.  This custom-built two storey infill boasts 9ft ceilings & built-in speakers throughout, rich hardwood floors & relaxing central air to keep you cool on those hot summer days & nights.  Wonderful open concept main floor centered around the designer kitchen with cherrywood cabinetry & upgraded stainless steel appliances, full-height cabinets & granite counters.  The West-facing living room has a stone-facing gas fireplace complemented by built-in bookcases & a wood-burning fireplace warms the family room which also has built-in cabinets & garden doors onto the backyard deck.  Three great-sized bedrooms up includes the marvelous West-facing owners' retreat with walk-in closet complete with built-in organizers & jetted tub ensuite with heated tile floors, double vanities & glass shower with body jets. A 4th bedroom & bathroom with glass steam shower are in the beautifully finished lower level, along with a massive rec room area with built-in desk & wet bar.  There are granite counters & tile floors in all the bathrooms, convenient 2nd floor laundry, custom window blinds, roughed-in inslab heating in the lower level, detached 2 car garage for your exclusive use plus inviting outdoor living space in the fully fenced & landscaped backyard.  Prime Hillhurst location on this tree-lined street within walking distance to transit & shopping, close to neighbourhood schools & easy access to river pathways & everything living in the inner city has to offer! (id:405)                     Virtual Tour
    ","https://images.century21.ca/Listings/MLS/114/19146317/BF227F35451B71B60EDAEEAB28EC5AEF.Jpg?width=650&height=487&scale=both&lang=en-CA","1941",NA,"4168137","Other",NA,NA,"4(Full:33/4:01/2:1Other:0)","Active","Detached2cars","2","No",NA,"1,941",NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,"C4168137","10","2","Canada","Playground,PublicTransit,Schools,Shopping","Playground,PublicTransit,Schools,Shopping","Full(Finished)","Stone,Stucco","Backlane,Built-inwallunit,Flat,Privatesetting,Swirlpoolbath(Jacuzzi)","Fence","Landscaped","Deck","Forsale",NA,NA,"Centralairconditioning","Alarmsystem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",15,16,"1808 8 ST SW","Lower Mount Royal, Calgary, AB T2T2Z1","779900","4","5","1808 8 ST SW - 
This magnificent residence with close to 1,900SF of developed living space is designed for entertainment in the heart of lower Mount Royal Community with Four Bedrooms, three Full Bathroom and two Half Bathrooms. Two bedrooms on the Upper Level with see-through gas fire place in the master bedroom. Each bedroom with their own en-suite with heated floor in master en-suite. On Main level it offers living room with another gas fireplace, half washroom, dining room and kitchen with Jenn Air appliances, Garburator, quartz counter tops and under cabinet lights. On Lower level it offers another bedroom with its 2-piece en-suite and a single suspended slab car garage with 220V Connection for future electrical charging station. Fully developed basement. 65+ LED pot lights, speakers, 15+ physical CAT 6 networks, video surveillance, Bluetooth electrical controls, Delta Arzo and 17 Series plumbing finishes. Brand New Never Lived in Property but way less than Market Value as Owner Needs money. Additional Public Remark Above grade levels are with tiles and engineered hardwood including stairs. Triple pan metal clad windows/skylight for aesthetic and energy efficiency. Garage is with 8' high Overhead door for more clearance. Main entry door is also 8' high. All lights are LED to conserve energy. Smart locks, Nest smoke/CO detector, Nest thermostat to monitor via Web. Door numbers are Bluetooth equipped to set the color of your choice. Four Cameras, Motion sensors, doors and Windows sensors which are monitored by Rogers wireless system included for 2 years. Camera Equipped Door Bell. Shaw High Speed Network. Owner is a real estate agent who is authorized in province of Alberta. Experience inner city living at its finest! Without paying Condominium Fee. Brand new property which is registered under Alberta New Home Warranty Program. For More Info, please see attached Features, Appliances and Upgrade Sheet.Price is way  less than Assessd Value as owner in desperate need of Money (id:405)            ","https://images.century21.ca/Listings/MLS/114/19147142/4AEE46501431A23EAB53D959BCCCAD0C.Jpg?width=650&height=487&scale=both&lang=en-CA","1444",NA,"4170934","Other",NA,NA,"5(Full:33/4:01/2:2Other:0)","Active","Attached1car","3","No",NA,"1,444",NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair,Notknown,Radiantheat",NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,"C4170934","8","2","Canada","PublicTransit,Schools,Shopping","PublicTransit,Schools,Shopping","Full(Finished)","Asphalt,Stone,Stucco","Balcony,Flat,Levellot,Lowmaintenanceyard,NoAnimalHome,Nobacklane,NoSmokingHome,Skylight","Fence",NA,NA,"Forsale",NA,NA,"Centralairconditioning,Fullyairconditioned",NA,NA,"Cityview",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",16,17,"2219 CHICOUTIMI DR NW","Charleswood, Calgary, AB T2M4N3","749900","3","3","2219 CHICOUTIMI DR NW - 
Open House Sunday Mar 11, 2-4:30. Prestigious spot in the heart of Charleswood! This classic Charleswood bungalow faces the beautifully-treed Triwood Park on a street with many manor homes. Immaculate & well maintained throughout - just look at the original & in-perfect-condition hardwood! Large living room & dining room windows overlook the park, granite in kitchen, new bath with travertine & great shower, bright master with ensuite, 2nd bedroom with attached den & patio doors to the deck! Lower level with large bedroom, family room, good-sized laundry & new 3-piece bath with steam shower. New high-efficiency furnace, hot water heater, windows, doors & roof. Great west-facing back yard with new TREX deck & tons of room for gardeners & kids. Walk to all levels of schools including UofC! Walk to community centre, shopping, Confederation Park & Golf Course, Nose Hill Park, public transportation. 10 minutes to downtown! Properties don't come up often in this location so come have a look today! (id:405)            ","https://images.century21.ca/Listings/MLS/114/19145392/C8E0446370DC2522DCBCB8FAD090A99B.Jpg?width=650&height=487&scale=both&lang=en-CA","1219",NA,"4170858","Other",NA,NA,"3(Full:33/4:01/2:0Other:0)","Active","Attached1car","1","No",NA,"1,219",NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,"C4170858","11","1","Canada","GolfCourse,Park,Playground,PublicTransit,Schools,Shopping","GolfCourse,Park,Playground,PublicTransit,Schools,Shopping","Full(Finished)","Vinylsiding","Backlane,Built-inwallunit,NoSmokingHome,Park/reserve,Treed","Fence","Landscaped","Deck","Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,18,"4208 26 ST NW","Calgary, AB T2L 1P3","749900","4","3","4208 26 ST NW - 
OPEN HOUSE SATURDAY MARCH 10 FROM 2PM-4PM! Spectacular inner city home with a complete renovation done with impecable attention to detail and exceptional craftsmanship. No expense spared, nothing overlooked, and every element has been thought through to ensure a quality product and functional result. Located steps from schools, transit, shopping, and all other amenities, this home will appeal to singles, couples, families, and empty-nesters. The chefs kitchen features ample cabinets and counter space, stainless appliances and an enormous island. Couple this with the open concept living and dining areas, and this home is perfect for entertaining. The two large main floor bedrooms including the master with ensuite and walk in closet provide the perfect private space to relax. The basement features two large bedrooms, full bath, and family/media room. The back yard is very private, and features a large deck and double garage with ample room for two vehicles plus storage. *See additional remarks!            ","https://images.century21.ca/Listings/MLS/56/C4170886/87C859AAA26A82304A4330DB49561C6D.Jpg?width=650&height=487&scale=both&lang=en-CA","1178","1961","101304278","Bungalow","101304278","1961","3(Full:33/4:01/2:0Other:0)","Active","Detached2cars","0","No","Brentwood","1,178","Full","FullyFinished","NotaCondo","WoodFrame","1","Stucco,Cedar","LaminateFlooring,CeramicTile,Carpet","Concrete","Northwest","1","NaturalGas","ForcedAir-1","0","Rectangular","TotalFloorAreaAGMetres-109.4397,FrontageMetres-17.3700,BedroomsAboveGrade-2,BathsTotal-3.00","DoubleGarageDetached","Detached","Detached","Calgary","AsphaltShingles","ShoppingNearby,SeeRemarks,Schools,PublicTransportation,PlaygroundNearby,Landscaped,Fenced,BackLane","ZoneNW","C4170886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SeeRemarks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",18,19,"84 DISCOVERY RIDGE CO SW","Discovery Ridge, Calgary, AB T3H4R3","739900","3","3","84 DISCOVERY RIDGE CO SW - 
Great location facing a Kid's Park in Upper Discovery Ridge, close to Private/Public Schools, C-Train/Westside Rec, Westhills Shopping and so much more! This is not your typical suburban 2 storey home, with a side attached double garage, this home offers great size with over 2,277 sqft, on an excellent corner lot. Extended yard is very private, 66 ft wide & beautifully treed with a path behind. This Center hall plan offers a main floor Dining Room w Butler's pantry, front Living Room with a two-sided fireplace into the Nook. Kitchen and Nook are divided by a peninsula c-top, otherwise open for casual daily/dining. Stainless steel appliances with gas stove, site finished natural maple hardwood floors are a few of the upgrades in the home. Upper level features 3 spacious bedrooms and a large Bonus Room with drybar fridge/mwave, vaulted ceilings and looks out to the park! Master offers lge walk-in and 5pc ensuite!! The yard is stunning, as you can see! Great community, great amenities! New shingles in 2016! (id:405)            ","https://images.century21.ca/Listings/MLS/114/19143812/7F3617A17C7B78D6CAE62A5B440F9C8C.Jpg?width=650&height=487&scale=both&lang=en-CA","2277",NA,"4170747","Other",NA,NA,"3(Full:23/4:01/2:1Other:0)","Active","Attached2cars","2","No",NA,"2,277",NA,"Unfinished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,"C4170747","9","1","Canada","Playground,PublicTransit,Schools,Shopping","Playground,PublicTransit,Schools,Shopping","Full(Unfinished)","Vinylsiding","CornerSite,Flat,Nobacklane,NoSmokingHome,Treed","Fence","Fruittrees/shrubs,Landscaped","Patio(s)","Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",19,20,"131 EVANSDALE CM NW","Calgary, AB T3P 0E6","645000","5","4","131 EVANSDALE CM NW - 
Situated on a quiet street, you'll love the access to schools, parks, shopping and restaurants. Over-sized garage; welcome guests on your large front porch or watch your kids play in the south-facing landscaped yard.  Look forward to spending time in your chef's kitchen with  warming oven, gas stove, caesar stone counter top, wine fridge and a TV while you cook.  The pantry and convenient office space, larger eating area and cozy fireplace make this the gathering place for good food and conversation. The second floor with 3 bedrooms, 2 full bathrooms, laundry and a bonus room.  The Master comes with a second alarm system panel. The professionally developed basement includes 2 more bedrooms, a full bath, a second set of washer and dryers and a 3rd family gathering place, all with 9 foot ceilings. Hunter Douglas window coverings, serviced with dual furnaces and AC units. Convenient to Stoney, Beddington and Deerfoot Trails and 20 minutes from downtown. A family home that will exceed your expectations!            ","https://images.century21.ca/Listings/MLS/56/C4167932/B285FC80B68261506E2589B850424970.Jpg?width=650&height=487&scale=both&lang=en-CA","2477","2011","101304332","2Storey","101304332","2011","4(Full:33/4:01/2:1Other:0)","Active","Attached4cars","0","No","Evanston","2,477","Full","FullyFinished","NotaCondo","WoodFrame","1","Vinyl,Stone","Hardwood,CeramicTile,Carpet","Concrete","North","1","NaturalGas","ForcedAir-2","0","Rectangular","TotalFloorAreaAGMetres-230.1207,FrontageMetres-12.2600,BedroomsAboveGrade-3,BathsTotal-3.10","DoubleGarageAttached","Detached","Detached","Calgary","AsphaltShingles","ShoppingNearby,Schools,PlaygroundNearby,NoBackLane,Landscaped,FlatSite,Fenced","ZoneN","C4167932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GasOnly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",20,21,"111 44 AV NE","Highland Park, Calgary, AB T2E2N9","589000","5","2","111 44 AV NE - 
This great investment property with R-C2 zoning 50x120 property located just few step away from Centre St. This 1162 sq. ft raised bungalow features with 3 bedrooms, open kitchen and living room with hardwood flooring on the main floor. Separated entrance to the illegal suited basement and share washer and dry in the common area.  Carpeted basement has 2 bedrooms with legal size windows, open kitchen, living area and full bath.  Walking distance to Tim Hortons, transportation, school etc.... (id:405)            ","https://images.century21.ca/Listings/MLS/114/19145419/4B342188C8E1D141EDD8CF55E429CB92.Jpg?width=650&height=487&scale=both&lang=en-CA","1176",NA,"4170710","Other",NA,NA,"2(Full:23/4:01/2:0Other:0)","Active","Detached2cars","1","No",NA,"1,176",NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,"C4170710","10",NA,"Canada","Playground,PublicTransit,Schools,Shopping","Playground,PublicTransit,Schools,Shopping","Full(Finished)","Vinylsiding","Hillside,Sloping","Fence",NA,NA,"Forsale",NA,NA,NA,NA,"Apartmentinbasement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",21,22,"747 COACH BLUFF CR SW","Coach Hill, Calgary, AB T3H1A9","579900","3","2","747 COACH BLUFF CR SW - 
Unique 4 level split on a corner lot in the desirable community of Coach Hill. This home is undeniably different, updated and gorgeous! Too many upgrades to list them all. This home is a must see. Travertine tiles and chrome railings welcome you inside. Vaulted ceilings, hardwood flooring, fireplace, mirrored wall, elegant ceiling beams, exquisite waterfall feature, eat-up island and loads of cabinets are just a few of the features in the kitchen,  family & dining rooms. Two Bedrooms and bathroom with sunken tub are on main level. A third bedroom, bathroom and family room which could also be a fantastic office space are all on the upper level. Built-ins, windows, glass and slate walls encompass the impressive master suite, which also includes a vintage feeling ensuite with claw foot tub, enormous and glamorous walk in closet with gorgeous tin ceiling, even more built-ins and natural lighted vanity. Massive backyard is very private & beautifully landscaped. Near schools, shopping, downtown and transit. (id:405)            ","https://images.century21.ca/Listings/MLS/114/19146321/7F350725AA30DDECDF680786AA799F6A.Jpg?width=650&height=487&scale=both&lang=en-CA","1616",NA,"4170813","Other",NA,NA,"2(Full:23/4:01/2:0Other:0)","Active","Attached2cars","2","No",NA,"1,616",NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,"C4170813","9","2","Canada","GolfCourse,Park,Playground,PublicTransit,Schools,Shopping","GolfCourse,Park,Playground,PublicTransit,Schools,Shopping","Full(Finished)","Wood","Backlane,Built-inwallunit,CornerSite,Park/reserve","Fence","Landscaped,Undergroundsprinkler","Deck","Forsale",NA,NA,NA,NA,NA,NA,"Splitlevel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
