"","Address","Postal_code","Description","Price","Square_feet","Beds","Baths","Date_Added","Year_built","Neighbourhood","Type_of_home","Area_of_city","Lot_info","Id_code","Img_uri"
"633","52 GLAMIS GD SW, Calgary, Alb","T3E6S4","TURN KEY, inner city townhouse in sought after Glamis Gardens Complex.Welcome to this extensively renovated top to bottom home that displays Pride of Ownership as soon as you walk into the bright inviting foyer.The open concept floor plan offers plenty of space & natural lighting from new triple-pane high efficiency windows, plus laminate/tile flooring that is pet friendly & easily maintained. Let's talk about the heart of the home;""THE KITCHEN""! Imagine cooking up a storm in this completely renovated gourmet kitchen that boasts Maple soft close cabinetry, plenty of counter space made from top of the line Taj Mahal quartzite, SS appliances,(fridge with water filter & ice maker)Lg island, double sink with garburator & a lg eating/dining area.Retreat upstairs to either private master bedrms that offers his/hers closets & their own ensuites, ideal to accommodate a roommate or rental prospect.The livingrm features a wood burning fireplace & impressive slider doors that open onto a private west facing patio. Upgrades and comments include as such:New fence 2017, Maintenance free backyard, gas line for BBQ, back gate leads onto green space, ideal for dog owners or walking. Wood burning fireplace can be easily converted with a gas insert, New garage door and upgraded opener with 2 remote controls, New central bagless vacuum system, upgraded furnace humidifier & hot water tank, tons of storage, spray-foamed in crawl space. Washer/Dryer/soaker sink in basement plus tons of storage space.""New triple pane high efficiency windows which can be cleaned from swing inside method by pushing tabs"". All custom faux-wood window coverings included.LED light bulbs. New Weiser Smart Key door hardware that can be rekeyed yourself. Newer dual flushing toilets, All new Millwork. Smart Wifi Thermostat that can be controlled via phone. Alaska white granite countertops in bathrooms. Minutes to Mount Royal University,(MRC), West Hills Shopping Centre, Glenmore Trail, Sarcee Trail, Highway 8. Also within Car2Go's operating radius.10/10 (id:1937)","395000","1350","2","3","2 February 2018","1980","Glamorgan","Singlefamily","Southwest Calgary","9.20m x 33.00m","l_53170486","https://mediavault.point2.com/p2h/listing/c910/a5cf/b4a4/5d2c2d11a8de05d12919/wm_large.jpg"
"634","2033 NEW BRIGHTON PA SE, Calgary, Alb","T2Z1B1","Exceptional value. Stunning two storey home in the much desired SE community of New Brighton. Close to all amenities including shopping, schools and public transportation. Contemporary floor plan boasting loads of natural light. 9ft main floor ceilings and sleek engineered hardwood installed throughout. Spacious living area comes equipped with a gas fireplace. Kitchen includes granite countertops and centre island, full height cabinetry, soft-close drawers and an upgraded appliance package. Upstairs includes three generously sized bedrooms, including the master which includes a full ensuite bath and walk-in closet. South facing yard is fully fenced, landscaped and includes a large deck with natural gas hookup. This home was certified as an energy efficient home, even includes an on demand hot water tank. Do not miss out on this opportunity. Call today to book your private viewing. (id:1937)","395000","1365","3","3","3 February 2018","2011","Glamorgan","Singlefamily",NA,"9.20m x 33.00m","l_53230731","https://mediavault.point2.com/p2h/listing/d6c8/561c/c31a/b532a79bb081301bc71e/wm_large.jpg"
"635","129 NOLANLAKE VW NW, Calgary, Alb","T3R0W3","Welcome to this beautifully upgraded semi-estate home in the heart of desirable Nolan Hill. This large 4 bedroom home welcomes you through its open, modern, and extremly popular Manhattan floor plan with elegant hard wood floors, starting at a formal and functional dining room, and onwards to a sunny living area, complete with a chefs kitchen, and family sized nook. The kitchen comes complete with upgraded stainless steel appliances, quartz counters, and a spacious pantry that leads to the oversized garage. Upstairs, you're greeted by a cozy family room, perfect for movie nights with the kids. There are a total of 4 bedrooms 3 of which have walk-in closets, including a large and sunny master suite, with a huge walk-in dressing space and a luxurious master spa retreat. Downstairs you'll find a well layed out basement waiting for your design and personal finishing touches. Call today to book a private tour of this beautiful family home. (id:1937)","699000","2524","4","3","2 February 2018","2015","NolanHill","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_53171297","https://mediavault.point2.com/p2h/listing/bd13/a559/7a00/31d105677062191478b6/wm_large.jpg"
"636","729 AUBURN BAY BV SE, Calgary, Alb","T3M0H3","Fantastic opportunity to own a massive CORNER lot with back lane access.  The home is perfectly situated across from a large green space and is walking distance to the new K-4 school.  New light and plumbing fixtures are present in the kitchen, dining room, & entrance way.  Kitchen comes complete with stainless steel appliances, eating bar, corner pantry, & brand new quartz counters.  Open concept layout features hardwood flooring, corner gas fireplace, & 9' ceilings.  Freshly painted laundry room has shelving and is just off the garage entrance.  Open to below stairway brings you upstairs where you will find 3 generously sized bedrooms, 4 pc bathroom, & bonus room.  Master retreat features a 5 pc en suite with glass surround shower, bench, soaker tub, dual sinks, quartz counters, & large walk in closet.  Huge WEST facing back yard features 2-teired deck, storage shed, full fence, & back lane access for RV parking OR future detached garage.  Large (22X20) garage is dry walled and insulated. Rough in's for audio, vacuum, & basement bathroom. (id:1937)","485000","1769","3","3","3 February 2018","2006","AuburnBay","Singlefamily","Southeast Calgary","9.20m x 33.00m","l_53230922","https://mediavault.point2.com/p2h/listing/c240/885d/28fb/9dbc155e6fee90270a20/wm_large.jpg"
"637","125 CHAPARRAL VALLEY DR SE, Calgary, Alb","T2X0R1","End unit and Ready to move in! With over 1178+ sq. ft. of modern living space... You'll definitely be a proud owner here! This fine home features a full front veranda Plus a fenced back yard with gas line and two titled parking stalls. The floor plan is very open with a great room overlooking the over sized kitchen/nook area. Hardwood floors on main floor, tiled bathrooms and a cozy corner gas fireplace. Upstairs features an over sized master bedroom with a large window, full ensuite, big closet and faces East. The 2 kids bedrooms are of a good size and face west. ""Like entertaining?"" If so you'll love the style of this kitchen with classic espresso cabinets, upgraded black appliances, lots of counter space with GRANITE countertops & room to move around. The family sized nook area can fit a big table. Mud room leading out to your rear west exposed and fenced yard. short walk to blue devil golf course. (id:1937)","309500","1178","3","3","2 February 2018","2009","Chapparal","Singlefamily","Chapparal","9.20m x 33.00m","l_53171307","https://mediavault.point2.com/p2h/listing/09d7/beb7/b3b9/2b81dd418a43ae28a003/wm_large.jpg"
"638","9147 SCURFIELD DR NW, Calgary, Alb","T3L1X7","Over 1,500 sq ft in Scenic Acres. This split-level home is immaculately kept and will be well suited for many different types of families. Soaring ceilings give this home a loft type feel and comfortable touches make for multiple wonderful spaces. You will find a functional floor plan that includes a living, dining and eat-in kitchen on the main floor which leads to a fantastic backyard with a large deck, fenced yard and garden boxes. Head upstairs to 2 of the bedrooms and the large bathroom with cheater access to act as an ensuite to the master. Down to the 3rd level where you can spend time in the family room with fireplace, half bath and 3rd bedroom. The basement provides excellent storage and could easily be developed. Lovely flooring and stainless steel appliances add to the modern flare. The double attached garage completes this awesome package. Steps from transit, within great school districts, close to all amenities and great access to main roads. Can not be beat in its price range and community ! (id:1937)","499000","1151","3","2","3 February 2018","1994","ScenicAcres","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_53231021",NA
"639","160 SKYVIEW SPRINGS GD NE, Calgary, Alb","T3N0B5","This is a beautiful Jayman Built house, which was a previously a showhome. The main living areas has a bright open concept with 9' ceilings and large windows. The home has neutral colours to spice it up with your furniture. The kitchen includes a central island/eating bar & sink, pantry, stainless steel appliances, upgraded cabinets, large nook with room to seat 4-10 people. The family room includes hardwood floors, and one half bath on the main floor. Upstairs features 3 bedrooms, two full baths, an open staircase, & upgraded carpets. The master bedroom offers a large walk-in closet, an en-suite with a large tub/shower. In addition this home has beautiful curb appeal with wood accent trim. The back yard includes a large covered deck, concrete patio & walkways. The property has a double detached garage. The garage door and eaves-troughs replaced last summer with permits. The basement is fully developed with permits. The basement has one room, one 3-piece bath, a laundry room, and an entertainment area. (id:1937)","420000","1508","3","4","2 February 2018","2009","SkyviewRanch","Singlefamily","Northeast Calgary","9.20m x 33.00m","l_53171496","https://mediavault.point2.com/p2h/listing/fec3/0d65/5eaf/7417933afcf7292d65b5/wm_large.jpg"
"640","27 COVEHAVEN VW NE, Calgary, Alb","T3K5S4","Welcome to this beautiful two storey home in Coventry Hills. Located on a quiet street close to city bus stops, play grounds and both elementry and middle schools.  VIVO recreation centre is a short walk away. The main floor features a bright spacious livingroom, kitchen with large island, generous dining space and a two piece bath. Upstairs you will find an oversized master bedroom with custom designed walk in closet, two more bedrooms, laundry and a three piece bath that includes a cheater door to the master. Finished basement has a large open family room and bonus bedroom adding an additional 487sqft of living space to the home. The west facing back yard walks out to huge sunny deck and includes a lots of trees, flowering bushes and a small garden plot.  Also included is a shed and back lane access. Such a fantastic property, must come see. Book your showing today. (id:1937)","369000","1265","4","2","3 February 2018","2002","ConventryHills","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_53231172",NA
"641","33 ASPEN SUMMIT PT SW, Calgary, Alb","T3H0V9","You're in for a treat with this Aspen Woods gem and its fabulous location on a quiet cul-de-sac siding private green space. This 3 bedroom, 3 bath home provides over 2774 SF of modern living space. You'll love the contemporary design, stunning hardwood flooring and lighting finishes throughout. The open concept neutral colored main floor features a spacious family room with large windows, and beautiful stone face gas fireplace. The kitchen will impress any chef with its island, granite counters, sleek white cabinetry, stainless steel appliances including french door fridge and 5 burner gas stove. The elegant eating area offers tons of natural light with access to the large west facing deck with view of green space. A formal dining space or den, mud room and 2 pc bath completes the main floor. Take the curved staircase to the homework loft level, and continue to the upper level where you'll admire the bright bonus room and 3 bedrooms. The beautiful vaulted master suite features a gorgeous ensuite with large soaker tub, shower and double sinks.The lower level has huge windows and is waiting for your opportunity to personally design. The location can't be beat with walking distance to ravine and parks, and close to schools, shopping, rec centre and so much more. An outstanding home that is an absolute must see! (id:1937)","889000","2752","3","3","3 February 2018","2013","AspenWoods","Singlefamily","Southwest Calgary","9.20m x 33.00m","l_53230708","https://mediavault.point2.com/p2h/listing/a9fa/a3f1/8229/b6da259e8c7c3f84698e/wm_large.jpg"
"642","6019 Norfolk DR NW, Calgary, Alb","T2K5J7","Great home and location neighboring north Haven. This roomy home has four large bedrooms ( two main floor and two upper floor).Upper floor has also has an open office area. Main floor has large living room and formal dining room. Updated kitchen that walks out onto large deck. Main and upper floor each have a 4 pce bathroom. The finished basement has two main areas Media Room and Recreational room plus a two pce bathroom, great area for entertaining. The home has bee updated with all new vinyl windows and newer roof. Backyard has over size heated double garage ( 21'x25') fully insulated with 11' ceilings able to accommodate  two lifts. Plus RV cement pad ( 30' plus ). (id:1937)","459900","1649","4","3","3 February 2018","1975","Thorncliffe","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_53231474",NA
"643","3523 42 ST NE, Calgary, Alb","T1Y2Z2","EXCELLENT SEMI-DETACHED HOME IN FRONT OF SCHOOL, FULLY RENOVATED LIKE NEW C/W : UPPER LEVEL HAS 3 BEDROOMS, NEW LAMINATED FLOOR, NEW RENOVATED KITCHEN WITH BRAND NEW CABINETS, QUARTZ COUNER TOP WITH UNDER MOUNT DOUBLE SINKS, NEW HOOD FAN, WASHROOM FULLY RENOVATED WITH A NEW TUB,NEW QUARTZ COUNTER TOP , NEW TOILET, NEW TAPS,& NEW FLOOR AND WALL CERAMIC TILES, BASEMENT FULLY DEVELOPED WITH 2 BEDROOMS ,FAMILY ROOM,AND A FULL BATH; CARPET IN THE BASEMENT IS NEW, BATHROOM HAS A NEW QUARTZ COUNTER TOP, ALL TAPS ARE NEW, FURNACE IS ONLY SIX MONTHS OLD, ALL BEDROOMS/CLOSETS DOORS ARE NEW, ALL ELECTRICAL SWITCHES/PLUGS AND LIGHTS ARE NEW, FRONT MAIN ENTRANCE DOOR AND FRONT CLOSET GLASS DOORS ARE NEW, FENCE AT THE BACK WAS JUST INSTALLED , HOUSE IS PAINTED UP AND DOWN JUST NOW, AND LIST GOES ON & ON. PLEASE NOTE : ACTUAL SIZE AND ALL DIMENSIONS /MEASUREMENTS ARE TAKEN by Sin Miedo Consulting- Calgary. (id:1937)","314900","824","5","2","3 February 2018","1979","Whitehorn","Singlefamily","Northeast Calgary","9.20m x 33.00m","l_53230727","https://mediavault.point2.com/p2h/listing/dbc1/a4a6/2ebd/07110563001299072e9a/wm_large.jpg"
"644","#357 333 RIVERFRONT AV SE, Calgary, Alb","T2G5R1","This unit, located on the third floor has gorgeous views of the Bow River and the surrounding parks. You will enjoy walking or biking along the river or just enjoy the views from almost every room including the balcony. The lifestyle this location offers is great, as you are easy walking distance to various shops and resturants, maybe even work. This unit has an excellent floor plan, offering an open concept through out the kitchen, living and dining room areas, creating separation between the two bedrooms. The large windows allow plenty of natural light, as well as, beautiful views during the day or evening. You will love the versatility of this unit for entertaining, as there is plenty of room for hosting dinners, maybe a barbeque or relaxing in front of the fireplace. The master bedroom includes it's own ensuite bath, a walk in closet, and again, river views! For guests or roommates there is a second bedroom, another full bath, and yes, more river views! Also an indoor parking stall and storage unit. Note; the condo fees include the heating bill, and another feature this building offers, is a banquet room just off the main lobby, should you require a larger space to host a function. The assigned storage locker for this unit is #15 and the assigned indoor parking stall is #83. Additional parking stalls are sometimes available to rent, check the bulletin board in the front lobby where they are often advertised. (id:1937)","299999","774","2","2","4 February 2018","2000","DowntownCalgary","Singlefamily","Downtown Calgary","9.20m x 33.00m","l_53280872","https://mediavault.point2.com/p2h/listing/7b4c/eaee/aaec/153cd7328314e05dbae2/wm_large.jpg"
"645","#201 1312 RUSSELL RD NE, Calgary, Alb","T2E5N3","This 2 bedroom high end retreat WILL satisfy the sophisticated urban dweller! START HERE, with a gourmet kitchen complete with ample cabinetry, stainless steel appliances, gas range with modern hood fan, double granite countertops, California closet pantry and a central island to entertain your friends and family. Add to this a cozy dining room opening to a west facing balcony fitting a natural gas barbecue that is included. The space offered in this one of a kind home is breathtaking for such a subtle facade. Your friends and family will adore the large open living room featuring a warm tiled gas fireplace and all this opening onto thatunique kitchen. Rise to the upper level with 2 very generous bedrooms complete with California closets. Master bathroom feels like a spa and features heated flooring, a large soaker bathtub and separate steam shower. (id:1937)","499900","1840","2","3","3 February 2018","2006","Renfrew","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_53230867",NA
"646","#202 120 15 AV SW, Calgary, Alb","t2r0p5","Spacious two bedroom upgraded condo within walking distance to downtown. Freshly painted, new counter tops, newly installed high end bath fitter shower and tub surround, clean newer carpets. Very large master bedroom. Huge balcony. Move in ready. Quick possession. MUST SEE - you will not be disappointed. (id:1937)","189900","767","2","1","25 January 2018","1978","Beltline","Singlefamily","Southwest Calgary","9.20m x 33.00m","l_52858529","https://mediavault.point2.com/p2h/listing/0e85/316f/337b/8cfe31840e53a490071b/wm_large.jpg"
"647","217 SILVERADO WY SW, Calgary, Alb","T2X0G1","Welcome home to this gorgeous 3 bedroom, 2 Storey home built by Shane homes. Open concept main floor loaded with upgrades. Granite counters throughout the home, upgraded light fixtures, top of the line Samsung stainless steel appliances, Garborator, Maple shaker cabinets, Reverse Osmosis System, Water filtration system, air conditioning system . This home is very open and bright. It features master en-suite with large walk in closet, 2nd bedroom with 4 piece bathroom with den and upstairs laundry. Basement has been completely developed with yet another bedroom with en-suite  and a very large family room. Recently renovated no maintenance back yard features composite decking and flagstone patio. Gas line for BBQ and gas line line to over sized garage 24' X 24' . This home is immaculate. (id:1937)","439900","1600","3","4","3 February 2018","2009","Silverado","Singlefamily","Southwest Calgary","9.20m x 33.00m","l_53230877","https://mediavault.point2.com/p2h/listing/3e29/c9f9/9e67/e2897e57293225f08fc7/wm_large.jpg"
"648","#1220 1818 SIMCOE BV SW, Calgary, Alb","T3H3L9","50+ Dana Village. This super-clean 2-bedroom 2-bathroom unit is ready to move in. Featuring all new hi-end vinyl flooring throughout and freshly painted including allthe trim and baseboards. Excellent floorplan with a bedroom on each side and a large living area in-between (with gas fireplace). Also a separate large laundry room. A nice-sized balcony looks out to 17th Avenue to the north, so it never gets too hot in the summer. The stairway is very close with the parking and storage down twoflights and just steps away, or take a very short walk down the hall to the elevator. Also the fitness area and library are on the same floor! Other amenities include a beautiful courtyard, games room, pool table, gathering room, and dining room. And there are social activities planned for every day of the week. The location is amazing, walking distance to the train, as well as Sunterra market and other shops just down the hill. This is an exceptional complex and a great unit. Don't miss out! (id:1937)","239750","960","2","2","3 February 2018","1996","SignalHill","Singlefamily","Southwest Calgary","9.20m x 33.00m","l_53230916",NA
"649","#202 120 15 AV SW, Calgary, Alb","t2r0p5","Spacious two bedroom upgraded condo within walking distance to downtown. Freshly painted, new counter tops, newly installed high end bath fitter shower and tub surround, clean newer carpets. Very large master bedroom. Huge balcony. Move in ready. Quick possession. MUST SEE - you will not be disappointed. (id:1937)","189900","767","2","1","25 January 2018","1978","Beltline","Singlefamily","Southwest Calgary","9.20m x 33.00m","l_52858529","https://mediavault.point2.com/p2h/listing/0e85/316f/337b/8cfe31840e53a490071b/wm_large.jpg"
"650","2506 21 AV SW, Calgary, Alb","T3E7H3","You'll love this semi-detached home with a huge wrap-around backyard and attached double garage! Located at the end of a cul-de-sac and within a five-minute walk of an amazing French market, restaurant and wine boutique. A playground, off-leash park & British pub are also just a few blocks away! Easy access to major routes and less than 10-minute drive to downtown or the Red Mile. The living area has hardwood floors throughout and is accented by a large natural gas fireplace. The dining area connects the living area to the bright white kitchen with brand new quartz countertops. The upper level boasts a large master bedroom with 4-piece ensuite, 2nd & 3rd bedrooms, a 4 piece main bath and laundry. The lower area is fully developed with a large storage area and half bath. With a beautiful new stucco exterior and brand new windows and doors, this home is a must see! Call today for your private viewing! (id:1937)","559900","1375","3","3","3 February 2018","1997","Richmond","Singlefamily","Southwest Calgary","9.20m x 33.00m","l_53231164",NA
"651","#1302 400 EAU CLAIRE AV SW, Calgary, Alb","T2P4X2","Great opportunity for this sprawling 1470 sq ft apartment with 2 bedrooms and 2 baths. Hardwood floors thru out, all new windows and doors with views of the courtyard and Princes Island Park! Open kitchen with eat up breakfast bar plus breakfast nook and dining room.  Big beautiful living room with gas fireplace and garden door leading  to covered terrace with gas line to BBQ.  Welcoming foyer at the front door to greet guest and a walk in closet for coats and shoes.  Master bedroom is very large with a good sized walk in closet and adjoining 4pce ensuite bath.  Original owner! This home has a great layout with tons of potential, it is a must see!  Car wash in parkade, 24 underground visitor parking stall, gated complex, backing on to Prince's Island Park and siding onto Eau Claire Market and splash park etc.Condo fees include EVERYTHING even electric! 2 pets allowed! Gorgeous setting smack dab in the heart of Calgary walking distance to ALL amenities! Priced to sell! 2nd parking stall available for a fee (id:1937)","569900","1472","2","2","25 January 2018","1995","EauClaire","Singlefamily","Southwest Calgary","9.20m x 33.00m","l_52859169","https://mediavault.point2.com/p2h/listing/2230/7fa1/e984/1ebff6edbeb3311ef2b8/wm_large.jpg"
"652","16 TUSCANY RESERVE GR NW, Calgary, Alb","T3L0A4","Beautiful family home on a nice quiet cul de sac steps away from a treed natural area which you can also enjoy from the rear of the house and back yard. Over 2400 Sq Ft this home offers a main floor den, a spacious great room with  fireplace with slate and stained trim and a open kitchen with a large island that has access to an exceptionally large mud room and walk thru pantry.  The upper floor features a large master suite with 5 piece ensuite and walk in closet, 2 additional good sized bedrooms, an upper floor laundry and a bonus room with vaulted ceilings and large windows. Enjoy the large deck in this fenced and landscaped back yard with a view of the trees.  Also included in this home are gleaming hardwood floors, stained cabinetry and granite counter tops plus stainless steel appliances including the washer and dryer and a large garden shed.  Close to schools, pathways parks and the ravines plus convenience of shopping and recreation facilities. (id:1937)","679900","2405","3","3","4 February 2018","2007","Tuscany","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_53280433",NA
"653","89 KINLEA WY NW, Calgary, Alb","T3R0C5","**OPEN HOUSE: Saturday Feb 3rd, 1-4pm** Within beautiful & private Kincora, this 1900+ sf home offers a superb layout to entertain & feel comfortable in. The inviting kitchen is well equipped with a central island w/ breakfast bar, built-in computer/flex space, & walkthrough pantry; ideal for dropping groceries off! The nicely placed deck, main living areas, & half bath are all located nearby. Hardwood in most spaces & 9' ceilings make the main floor a delight. As the perfect retreat for family, the 2nd floor offers 3 well-sized bdrms, which includes a master suite ready to pamper you w/ 5 pc ensuite bath (dual sinks) & walk-in closet. On the other end, a large bonus room is work & play ready w/ a full bath close by. The walkout basement is waiting for your ideas w/ an open layout (mechanicals are in the corner) & big windows. Features include insulated double garage, fenced backyard, & main floor laundry. With amenities, parks, transit, & Stoney Tr nearby, be spoiled by the great location. (id:1937)","488000","1933","3","3","26 January 2018","2008","Kincora","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_52883798","https://mediavault.point2.com/p2h/listing/5899/0b49/c39b/ea49c8ecaf9f9d8cb628/wm_large.jpg"
"654","#2301 2330 Fish Creek BV SW, Calgary, Alb","T2Z3H2","Don't buy a condo... BUY A LIFESTYLE at Sanderson Ridge! This extraordinary building comes equipped with everything you need. Enjoy the gorgeous POOL, HOT TUB AND STEAM ROOM, FULLY EQUIPPED GYM, or maybe take in a show at the MOVIE THEATRE, 5 PIN BOWLING, POKER, or just hanging out in the GAMES ROOM. Exquisite PARTY ROOM is available to host your own private event and GUEST SUITES are available for rent! For those that like to have a hobby, there is a fully equipped WOODWORK SHOP and WINE CELLAR where you can craft your own wine. With a MAIL ROOM, CAR WASH and BARBER SHOP, you'll never need to leave! FISH CREEK WALKING TRAILS steps away and loads of organized activities promise something for everyone.The Unit speaks for itself with 2 large bedrooms and 2 full baths. The vast kitchen has granite counter tops and is open to the DINING ROOM and south facing living room that is flooded with sunlight. You'll be right at home in this +40 building! (id:1937)","459900","1056","2","2","4 February 2018","2009","McKenzie","Singlefamily","Southeast Calgary","9.20m x 33.00m","l_53280883","https://mediavault.point2.com/p2h/listing/5075/2fa6/eed3/4f542d828e0761640ed5/wm_large.jpg"
"655","106 Walgrove CV SE, Calgary, Alb","t2x4e1","Cardel/Logel Homes Calgary's #1 Multi Family Builder is pleased to release ""The Bridlewood"" This is one of the most popular models and this is an end unit. If you don't want the hassle and maintenance of a single family home and you aren't ready for an apartment condo, this townhome is for you! Double attached garage, finished basement, en-suite, 2nd floor laundry, large kitchen island, separate eating area. Cardel standards are other builder ""upgrades"", things like quartz counter tops, stainless steel appliance package, & Cardel's Exclusive Customer Care Program which has helped Cardel rank #1 in Customer Satisfaction. With Cardel the price you see is the price you pay, there are no hidden extras, the GST (rebate to builder), your legal fees and even the first year of Telus Tv are included on all owner occupied units. This home features 2 master bedrooms both with en-suite baths and is ready now! Come and see for yourself why they say ""Built like a Cardel"". You will be glad you did! (id:1937)","374900","1555","2","3","26 January 2018","2017","Walden","Singlefamily","Southeast Calgary","9.20m x 33.00m","l_52883900","https://mediavault.point2.com/p2h/listing/3a13/f91c/13f0/bbd974efecdd2085d75e/wm_large.jpg"
"656","5 HAYS DR SW, Calgary, Alb","T2V3C2","Attention this home offers approximately 1800 sq. ft. of living area great for investor or couple! 2013 ROOF, 2017 HOT WATER TANK. The main floor was rented out for $1400 per month plus utilities and the basement can be rented out for $800 per month plus utilities. The suite is not legal. Since 2007 this home has been totally renovated such as a new kitchen, appliances, carpet on the main floor, new windows, new bathroom, newer insulated over sized single garage, newer furnace, electrical panel, etc. 3 bedrooms 1 full bath on main floor, 1 bedroom 3 pc bath in basement. Don't let the word DRIVE fool you it's definitely not on a busy street. Great location and faces a park. THIS PROPERTY WILL NOT LAST LONG AT THIS PRICE!!! (id:1937)","447800","1002","4","2","26 January 2018","1958","Haysboro","Singlefamily","Southwest Calgary","9.20m x 33.00m","l_52884549","https://mediavault.point2.com/p2h/listing/110c/db9e/3c16/2752fc9e6eb264765d8b/wm_large.jpg"
"657","32 MARTINBROOK LI NE, Calgary, Alb","T3J3G2","Well maintained and RENOVATED 2-storey corner lot family home on quiet street in Martindale. It features NEWER ROOF SHINGLES, NEWER VINYL SIDING, FRESH PAINT, NEWER STAINLESS STEEL KITCHEN APPLIANCES, NEWER LAMINATE FLOORING, NEWER CARPET and much more. The main level offers front living room, kitchen with lots of counter space, dining area and half bath. Upper level has 3 bedrooms including master bedroom with walk-in closet. Huge fully fenced backyard comes with large deck, shed and space for parking at the rear of the home. This desirable location offers proximity to Genesis Community Centre, schools, shopping, public transportation & c-train. (id:1937)","354900","1288","3","2","26 January 2018","1996","Martindale","Singlefamily","Northeast Calgary","9.20m x 33.00m","l_52884568","https://mediavault.point2.com/p2h/listing/3779/462a/694f/5797c4587ae2d3ed61a5/wm_large.jpg"
"658","#433 30 MCHUGH CO NE, Calgary, Alb","T2E7X3","Huge 1200+ sqft, 3 Bedroom Condo in concrete building. Open Concept living with In-suite laundry, in-suite storage and good sized bedrooms including a huge master with double french doors and balcony access.  This nicely updated unit comes with one heated indoor parking spot and an additional outdoor stall located at the front of the building.  Amenities include a gym, sauna, games room, car wash bay and onsite management.  Mayland Heights is just minutes from downtown and close to everything - Deerfoot Tr., Barlow Tr., 16 Ave, and Memorial Drive.  Easy access to schools, shopping and Transit. Well managed Complex, Condo fees include Utilities!! (id:1937)","229900","1210","3","1","26 January 2018","1981","Mayland","Singlefamily","Mayland","9.20m x 33.00m","l_52884578","https://mediavault.point2.com/p2h/listing/7365/7614/0b79/c7a12fee05c5b1a9349d/wm_large.jpg"
"659","#2301 10221 TUSCANY BV NW, Calgary, Alb","T3L0A3","TOP FLOOR UNIT! OVER 1600 SQUARE FEET OF SPACE ON TWO LEVELS! Huge open space, generous kitchen, large dining room all looking into the family room. Vaulted ceilings looking up to the second level and lots of light from the abundant windows across the whole back of the home. Very large balcony for entertaining with views of Canada Olympic Park. Den at the front of the condo is perfect for a large at home office or second bedroom in a pinch. Laundry room and full bath are also on the main level of this two storey condo.  Almost the size of a house  this vacant condo has a family room and work area upstairs along with the master bedroom which is privately located away from the main floor area. Walk thru walk in closet and full 4 piece ensuite are off the generous master bedroom. This condo has underground private parking stall and a separate storage unit all titled. Ownership gives you use of the wonderful Tuscany Club and its  skating rinks, tennis courts, BBQ area and wadding pool in the summer. Hurry!!! (id:1937)","439900","1633","1","2","26 January 2018","2007","Tuscany","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_52884619","https://mediavault.point2.com/p2h/listing/3785/cf80/43de/5fd34936d7e89b2065f8/wm_large.jpg"
"660","3202 VALLEYVIEW PA SE, Calgary, Alb","T2B3R6","Beautiful,spacious, clean and bright!  Two bedroom 2 bath Condo. Gorgeous functional kitchen with high end appliances, adjacent to a quaint private balcony and open to the cozy living room complete with gas fireplace. Huge master bedroom with a generous walk-in closet and full bathroom. The home is complete with a good sized dining room 2nd full bath comfortable 2nd bedroom and well equipped laundry/storage room. This is a very well run complex with fees that include heat, electricity, water/sewer, plenty of visitor parking and even car wash facilities.  Small pets are welcome with board approval!!! Great location, steps away from spectacular city and mountain views, parks, schools and shops. Easy access to all major routes means easy living in a great home; move in ready!  This condo has it all including underground parking its a must see!! (id:1937)","239000","947","2","2","27 January 2018","2000","Dover","Singlefamily","Northeast Calgary","9.20m x 33.00m","l_52946909","https://mediavault.point2.com/p2h/listing/a788/c8c2/b14f/d8442a6ed8eaff62faa8/wm_large.jpg"
